id|user|created_at|text|lang|label
1485274223312474113|223166587|Sun Jan 23 15:32:24 +0000 2022|Oregon's Vote by Mail system should go nationwide. It's safe, secure and makes voting easy!|en|Democratic Party
1484981551590825985|223166587|Sat Jan 22 20:09:26 +0000 2022|Today is the 49th anniversary of Roe v. Wade. Reproductive health care is and has always been under attack. That's… https://t.co/Cal011O2Fy|en|Democratic Party
1484690357631668224|223166587|Sat Jan 22 00:52:20 +0000 2022|We've seen the pervasive forces of dark money in our elections since the Citizens United ruling came into effect.… https://t.co/V1c8CeEONN|en|Democratic Party
1484036262889545728|223166587|Thu Jan 20 05:33:11 +0000 2022|When I first started advocating for filibuster reform, there were very few people in the Senate who agreed with me.… https://t.co/KAY4E2qUgy|en|Democratic Party
1484008577647869952|223166587|Thu Jan 20 03:43:11 +0000 2022|I know you're angry and frustrated at voting rights legislation not passing in the Senate. I am too. But I'm not gi… https://t.co/lVoWgHOHkQ|en|Democratic Party
1483938934048669700|223166587|Wed Jan 19 23:06:26 +0000 2022|"The filibuster does not encourage bipartisanship. It does the opposite.

Mitch McConnell's top priority is to block… https://t.co/eOdwapNSzp"|en|Democratic Party
1483925014143406080|223166587|Wed Jan 19 22:11:08 +0000 2022|As long as senators refuse to address the abuse of the filibuster, we will continue to see a paralyzed Senate and f… https://t.co/0qdTLJyjmm|en|Democratic Party
1483572916608372737|223166587|Tue Jan 18 22:52:01 +0000 2022|I've been pushing for a Talking Filibuster since 2012. If a senator wants to block a bill, they should have to hold the floor to do it.|en|Democratic Party
1483479628559781888|223166587|Tue Jan 18 16:41:19 +0000 2022|The Senate recently passed my bill the Uyghur Forced Labor Prevention Act, banning imports of products that are mad… https://t.co/YdInPdEn1k|en|Democratic Party
1483225170328186880|223166587|Mon Jan 17 23:50:12 +0000 2022|"""And I submit that if we can spend $35 billion a year to fight an ill-considered war in Vietnam, and $20 billion to… https://t.co/HJinAKWT5U"|en|Democratic Party
1483170314431434753|223166587|Mon Jan 17 20:12:13 +0000 2022|https://t.co/osP7gsPIYW|und|Democratic Party
1483096129625411587|223166587|Mon Jan 17 15:17:26 +0000 2022|"""Somewhere we must come to see that social progress never rolls in on the wheels of inevitability. It comes through… https://t.co/0PJ0CgF5nc"|en|Democratic Party
1482856635554938882|223166587|Sun Jan 16 23:25:46 +0000 2022|Thank you Attorney General @EllenRosenblum for fighting against predatory student loans. The student loan servicers… https://t.co/TFkOsqhGt6|en|Democratic Party
1482755608403087360|223166587|Sun Jan 16 16:44:19 +0000 2022|I've long been a proponent of the talking filibuster. I introduced the talking filibuster back in 2013, to make Sen… https://t.co/QC7X57UiCh|en|Democratic Party
1482131770644434945|223166587|Fri Jan 14 23:25:25 +0000 2022|The idea that Democrats didn't reach out to Republicans on voting rights legislation is just not true. My colleague… https://t.co/8wZ6hdh1IS|en|Democratic Party
1481424648881405952|223166587|Thu Jan 13 00:35:34 +0000 2022|.@BarackObama is right. There is no constitutional basis for the filibuster. The Founders argued against supermajor… https://t.co/hl8lihWpJy|en|Democratic Party
1481301569089859586|223166587|Wed Jan 12 16:26:29 +0000 2022|It's a big week. The Senate is going to vote on filibuster reform to pass voting rights legislation. I just want yo… https://t.co/wTpO41m9hN|en|Democratic Party
1481114318095536128|223166587|Wed Jan 12 04:02:25 +0000 2022|Great to see @MariaTeresa, a true champion for Americans' right to vote today. María &amp; @VotoLatino are on the side… https://t.co/XCElu2lppn|en|Democratic Party
1481055643771768832|223166587|Wed Jan 12 00:09:16 +0000 2022|Today, I traveled w/ President Biden &amp; Vice President Harris to Georgia in support of voting rights &amp; protecting ou… https://t.co/Mza1jfEdsx|en|Democratic Party
1481017968238596097|223166587|Tue Jan 11 21:39:34 +0000 2022|I'm with @JoeBiden. We must change the Senate rules to prevent the minority from vetoing voting rights legislation.|en|Democratic Party
1480963469960613888|223166587|Tue Jan 11 18:03:00 +0000 2022|When I came to the Senate, I was shocked by how the minority abused the filibuster to block the majority from debat… https://t.co/e7TujEgDMH|en|Democratic Party
1480923232299540489|223166587|Tue Jan 11 15:23:07 +0000 2022|What @AlexPadilla4CA said ⬇️⬇️⬇️ https://t.co/1Vff4E0o4K|en|Democratic Party
1480627095449452547|223166587|Mon Jan 10 19:46:22 +0000 2022|According to the @BrennanCenter, there were 440 bills introduced in 49 states attacking Americans' freedom to vote.… https://t.co/bgyMsFXgjF|en|Democratic Party
1479936955844476928|223166587|Sat Jan 08 22:04:00 +0000 2022|I introduced a bill w/ @SherrodBrown banning members of Congress from trading stocks while serving. It's a conflict… https://t.co/TyzQOjqV6e|en|Democratic Party
1479866789764820994|223166587|Sat Jan 08 17:25:11 +0000 2022|"We must pass the Freedom to Vote Act and the John Lewis Voting Rights Advancement Act. 

Make no mistake: Our democracy depends on it!"|en|Democratic Party
1479562922674188288|223166587|Fri Jan 07 21:17:44 +0000 2022|Says the man who broke the Senate by using the 60-vote barrier to paralyze it, and who now defends state legislator… https://t.co/96VdUsveQu|en|Democratic Party
1479541362332626945|223166587|Fri Jan 07 19:52:03 +0000 2022|THIS is why the Senate must pass the Freedom to Vote Act and the John Lewis Voting Rights Advancement Act ⬇️⬇️⬇️ https://t.co/eNMXSBfZe5|en|Democratic Party
1479177879627780096|223166587|Thu Jan 06 19:47:42 +0000 2022|Our democracy was attacked on Jan. 6 but make no mistake: it is still under attack by rightwing legislatures that a… https://t.co/4DyXeFzPsm|en|Democratic Party
1479114614239469569|223166587|Thu Jan 06 15:36:19 +0000 2022|I'll never forget January 6. I was in the Senate when the Capitol was attacked. The Capitol Police saved so many lives that day.|en|Democratic Party
1478886955010035712|223166587|Thu Jan 06 00:31:41 +0000 2022|One year ago today, Georgians elected Sen. Warnock to the U.S. Senate. @ReverendWarnock is up for reelection in 202… https://t.co/wSijCPmjEQ|en|Democratic Party
1478766503713394688|223166587|Wed Jan 05 16:33:03 +0000 2022|President Biden has the power to cancel student loan debt. Let's get it done Mr. President!|en|Democratic Party
1478501956423340033|223166587|Tue Jan 04 23:01:50 +0000 2022|"""I think the tragedy is that we have a Congress with a Senate that has a minority of misguided Senators who will us… https://t.co/OTJNpbHvVH"|en|Democratic Party
1478401368553451522|223166587|Tue Jan 04 16:22:08 +0000 2022|"Republicans will continue to block voting rights legislation, and so the Senate must end the secret, silent filibuster. 

Enough is enough!"|en|Democratic Party
1478030607611359232|223166587|Mon Jan 03 15:48:51 +0000 2022|The Senate is broken when a minority of Senators can and regularly do veto bills. It's exactly what the Founders di… https://t.co/KhJbkqs4Os|en|Democratic Party
1477308543011221508|223166587|Sat Jan 01 15:59:38 +0000 2022|"As we embark on a new year, I'm 100% committed to passing:

- Voting rights 
- Filibuster reform
- Reproductive rig… https://t.co/JYiZcYQzVA"|en|Democratic Party
1476579051275882496|223166587|Thu Dec 30 15:40:53 +0000 2021|Americans shouldn't have to choose between insulin and food.|en|Democratic Party
1476316004556820484|223166587|Wed Dec 29 22:15:38 +0000 2021|The average American spends $1,200/year on prescription medication. More than any other country in the world. Big P… https://t.co/BboN6Q7Zly|en|Democratic Party
1476230925658693632|223166587|Wed Dec 29 16:37:34 +0000 2021|Heartbroken to hear the news that Harry Reid passed away. I loved working with him and his team. He was a compassio… https://t.co/e4tJrZUTCn|en|Democratic Party
1475971274664939524|223166587|Tue Dec 28 23:25:48 +0000 2021|"All of this extreme weather we're seeing is only going to get worse if we don't address climate change. 

Climate c… https://t.co/HVAObqVdgA"|en|Democratic Party
1475575197738549248|223166587|Mon Dec 27 21:11:56 +0000 2021|One in five young Americans are affected by mental health issues. That's why I've introduced a bill with Rep. Kathe… https://t.co/XiEOKQ0HNZ|en|Democratic Party
1474766935564845058|223166587|Sat Dec 25 15:40:11 +0000 2021|Happy holidays to all! I hope everyone has a safe and wonderful holiday!|en|Democratic Party
1473459759344807939|223166587|Wed Dec 22 01:05:56 +0000 2021|BREAKING: I'm excited to announce that I'm endorsing @ValDemings and @TimRyan for the U.S. Senate! They are both fa… https://t.co/ZxitvqyvLW|en|Democratic Party
1473324914861953025|223166587|Tue Dec 21 16:10:07 +0000 2021|I won't stop fighting for Build Back Better and its vision. A vision where we invest in families from the bottom up… https://t.co/O6v9Ex51CE|en|Democratic Party
1473103890602074116|223166587|Tue Dec 21 01:31:51 +0000 2021|"You know what would be the greatest gift of all from the president? If he canceled student loan debt. 

#cancelstudentdebt"|en|Democratic Party
1472978328332029954|223166587|Mon Dec 20 17:12:54 +0000 2021|Parenthood is such a blessing! Congratulations to @ossoff and Alisha on their new baby! https://t.co/yCufN7IqFQ|en|Democratic Party
1472350231941373958|223166587|Sat Dec 18 23:37:04 +0000 2021|"We must pass voting rights legislation. 

And we can't let the no-show filibuster get in the way."|en|Democratic Party
1471290511012941826|223166587|Thu Dec 16 01:26:07 +0000 2021|"The Senate should stay and pass voting rights and Build Back Better. 

We can work right up to Christmas Eve and th… https://t.co/l9HsTn9TTg"|en|Democratic Party
1471209897765130242|223166587|Wed Dec 15 20:05:48 +0000 2021|Congratulations to Jennifer Sung of Oregon for her confirmation to the 9th circuit! Sung is not only extremely qual… https://t.co/8M1jM1lj6S|en|Democratic Party
1471168096689803265|223166587|Wed Dec 15 17:19:41 +0000 2021|"I voted against the defense bill. 

If we want to lead the world, we need to focus on investing in families, educat… https://t.co/5UlDJSX1W9"|en|Democratic Party
1470569330408517637|223166587|Tue Dec 14 01:40:24 +0000 2021|"Millions of Americans can't afford their prescription drugs. This is a crisis created by corporate greed. 

We must… https://t.co/dtMqY1d6uk"|en|Democratic Party
1470128527106187264|223166587|Sun Dec 12 20:28:49 +0000 2021|"Here are a few key priorities that I'm fighting to get across the finish line: 

➡️ Build Back Better
➡️ Voting rig… https://t.co/6D1aBNgS0K"|en|Democratic Party
1469713618052653056|223166587|Sat Dec 11 17:00:07 +0000 2021|"People are rightfully frustrated by voting rights legislation being blocked in the Senate. 

There is nothing more… https://t.co/byNLjkC8lp"|en|Democratic Party
1468999241724928006|223166587|Thu Dec 09 17:41:26 +0000 2021|The Senate should not leave until we pass Build Back Better.|en|Democratic Party
1468987772564242433|223166587|Thu Dec 09 16:55:52 +0000 2021|Happy birthday to @staceyabrams, soon to be the next governor of Georgia!|en|Democratic Party
1467903978327339008|223166587|Mon Dec 06 17:09:15 +0000 2021|Congress must codify Roe v. Wade in federal law. We must protect abortion rights in all 50 states. And we can't all… https://t.co/cAfhhRNaJU|en|Democratic Party
1467629634921533442|223166587|Sun Dec 05 22:59:06 +0000 2021|"The United States is the leading contributor of plastic pollution in the world. 

I've introduced the Break Free fr… https://t.co/NRi6EpM4BT"|en|Democratic Party
1467544062907404292|223166587|Sun Dec 05 17:19:04 +0000 2021|This is exactly why Congress needs to pass the Smaller Class Sizes for Students and Educators Act that I introduced… https://t.co/gr3qEnAVE5|en|Democratic Party
1467169776216670214|223166587|Sat Dec 04 16:31:48 +0000 2021|Republicans are gerrymandering state voting districts all across the country so they can hold onto power even when… https://t.co/MkVNGmmBUI|en|Democratic Party
1466234228559921155|223166587|Thu Dec 02 02:34:16 +0000 2021|I am thrilled that @staceyabrams has jumped in the race for Governor of Georgia. She is a force for good in this wo… https://t.co/ojflQBeaQg|en|Democratic Party
1466147076790571008|223166587|Wed Dec 01 20:47:57 +0000 2021|Peter DeFazio is an incredible leader for Oregon, fighting corporate greed, and never pulling any punches. Infrastr… https://t.co/mGe2S1XJvR|en|Democratic Party
1466081710974537728|223166587|Wed Dec 01 16:28:13 +0000 2021|"If the Supreme Court refuses to uphold Roe v. Wade, Congress must codify it in federal law. 

We must protect reproductive rights!"|en|Democratic Party
1465885414724571138|223166587|Wed Dec 01 03:28:12 +0000 2021|It's Giving Tuesday! The @oregonfoodbank has been a lifesaver for so many families struggling to put food on the ta… https://t.co/a4KFFKzrzB|en|Democratic Party
1465361091668549636|223166587|Mon Nov 29 16:44:44 +0000 2021|THIS is why we need to pass voting rights legislation. I will not give up the fight until we get it done! https://t.co/zYDNt2xb90|en|Democratic Party
1464636958202757123|223166587|Sat Nov 27 16:47:17 +0000 2021|We need a new USPS Board of Governors who will hold Louis DeJoy accountable for his failures at USPS. DeJoy must go.|en|Democratic Party
1463894560937938958|223166587|Thu Nov 25 15:37:15 +0000 2021|Happy Thanksgiving! I'm thankful for all of the hospital staff who continue to work day in and day out to help us t… https://t.co/0fAr8FskST|en|Democratic Party
1463621036419604484|223166587|Wed Nov 24 21:30:22 +0000 2021|Today, Ahmaud Arbery's killers are rightfully being held accountable for his murder. I hope his family finds some p… https://t.co/PG09fnGAYY|en|Democratic Party
1463230951119462405|223166587|Tue Nov 23 19:40:18 +0000 2021|One of the things that I fought for in the Build Back Better plan is more affordable housing. The cost of housing i… https://t.co/g7ZJLpRGdu|en|Democratic Party
1463194376004247555|223166587|Tue Nov 23 17:14:58 +0000 2021|"More jobs
More broadband
Clean drinking water https://t.co/EMNvN2E9ZL"|en|Democratic Party
1462946118996688902|223166587|Tue Nov 23 00:48:29 +0000 2021|We've seen a steep decline in the population of the Monarch butterfly. I'm happy to report that the infrastructure… https://t.co/jWdTzs07WA|en|Democratic Party
1462893767904546819|223166587|Mon Nov 22 21:20:28 +0000 2021|What @BernieSanders said. https://t.co/vOftzqfwpT|en|Democratic Party
1462140927590363139|223166587|Sat Nov 20 19:28:57 +0000 2021|Happy birthday @JoeBiden! Thank you for your leadership, your compassion and persistence to build back better!|en|Democratic Party
1461724990596739072|223166587|Fri Nov 19 15:56:09 +0000 2021|Build Back Better caps the cost of insulin at $35/month. The Senate must pass this bill!|en|Democratic Party
1461715660552085507|223166587|Fri Nov 19 15:19:05 +0000 2021|Build Back Better passed the House! It's the biggest investment to lower costs and increase opportunities for famil… https://t.co/9KnlV5iU0U|en|Democratic Party
1461376817852391424|223166587|Thu Nov 18 16:52:39 +0000 2021|"Average cost of insulin in Canada: $12
Average cost of insulin in the US: $98.70

This is WRONG. We must lower the… https://t.co/elGaBOZFIw"|en|Democratic Party
1461051030892789761|223166587|Wed Nov 17 19:18:05 +0000 2021|"What does the Build Back Better plan do? 

👉Expands the child tax credit
👉Creates universal preK
👉Makes housing mor… https://t.co/UQ3ZPlUaL3"|en|Democratic Party
1460690384980307972|223166587|Tue Nov 16 19:25:00 +0000 2021|The Senate must pass voting rights legislation. We can't wait until the next election. We can’t let a silent, secre… https://t.co/nRspfJ1NFP|en|Democratic Party
1460391123835244547|223166587|Mon Nov 15 23:35:51 +0000 2021|I've joined @ewarren in urging President Biden to use his executive authority to pardon all non-violent cannabis offenses.|en|Democratic Party
1460285558286999557|223166587|Mon Nov 15 16:36:22 +0000 2021|The infrastructure bill is going to put people to work rebuilding our transportation system. Now, we must pass Buil… https://t.co/wYtXHWVHKR|en|Democratic Party
1459282218312896515|223166587|Fri Nov 12 22:09:27 +0000 2021|"Universal PreK for every 3 and 4 year old in America will be a game-changer. 

We must get it done!"|en|Democratic Party
1458606657211035651|223166587|Thu Nov 11 01:25:01 +0000 2021|We're facing a climate calamity. That's why @EdMarkey and I introduced a bill that prohibits big banks from financi… https://t.co/BI6X0LKcP4|en|Democratic Party
1458458802643091463|223166587|Wed Nov 10 15:37:30 +0000 2021|Congress passed the infrastructure bill -- now we must pass President Biden's Build Back Better plan and invest in… https://t.co/t2DkdmqMwR|en|Democratic Party
1458166442969292803|223166587|Tue Nov 09 20:15:46 +0000 2021|I'm working to make Oregon's Painted Hills a national monument. I want to make sure Oregonians can enjoy these magn… https://t.co/JUXfIKe0Z2|en|Democratic Party
1457445410746732546|223166587|Sun Nov 07 20:30:38 +0000 2021|I'm at #COP26 meeting with world leaders and activists about tackling the biggest challenge of our time: climate ch… https://t.co/2uJGJqmstS|en|Democratic Party
1456665017286234117|223166587|Fri Nov 05 16:49:38 +0000 2021|This is what happens when we invest in families from the middle out! Rather than the GOP's failed trickle-down poli… https://t.co/HF7qebITtz|en|Democratic Party
1455941278290436099|223166587|Wed Nov 03 16:53:45 +0000 2021|After reviewing Rahm Emanuel's record and hearing from civil rights leaders and local elected officials, I cannot i… https://t.co/8tcq3v3Or9|en|Democratic Party
1455929747184046080|223166587|Wed Nov 03 16:07:56 +0000 2021|The Virginia race shows the power of disinformation and race-baiting. The Republican candidate built his whole camp… https://t.co/yLzpTG4A0F|en|Democratic Party
1455682188792324096|223166587|Tue Nov 02 23:44:13 +0000 2021|"Oregon's fisheries have lost half their salmon due to drought. 

This is code red for our climate. 

We have to tak… https://t.co/r89NvK9fCL"|en|Democratic Party
1455322081495715843|223166587|Mon Nov 01 23:53:17 +0000 2021|For my marathon yesterday, I ran on the Mt. Vernon trail alongside the Potomac River. Look closely -- it's covered… https://t.co/PzDCGCP40r|en|Democratic Party
1455279116291231745|223166587|Mon Nov 01 21:02:33 +0000 2021|Congress must codify Roe v Wade in federal law. Period.|en|Democratic Party
1455182078044094470|223166587|Mon Nov 01 14:36:58 +0000 2021|The governor's race in Virginia is on Tuesday! Polls are showing it's really close. If you live in Virginia, please… https://t.co/KtuogGe0Ao|en|Democratic Party
1454878600813895684|223166587|Sun Oct 31 18:31:03 +0000 2021|I did it! I just ran a marathon! It was my race to Save the Senate to Save America! https://t.co/6J1z71fjd2|en|Democratic Party
1454474911649390592|223166587|Sat Oct 30 15:46:56 +0000 2021|I'm frustrated. I'm sure you are too. But I want you to know that I'm going to keep fighting for voting rights, rep… https://t.co/4kj2LL2PAs|en|Democratic Party
1453386763901161473|223166587|Wed Oct 27 15:43:01 +0000 2021|"10 million families in America spend more than 50% of their income on housing -- that is NOT ok.  

We have a rare… https://t.co/ApJZYgHIec"|en|Democratic Party
1453087769048215553|223166587|Tue Oct 26 19:54:55 +0000 2021|The Senate is broken. RT if you agree.|en|Democratic Party
1452800097809403904|223166587|Tue Oct 26 00:51:49 +0000 2021|Thank you for all the kind birthday wishes yesterday! And a BIG thank you to all of you fighting for a progressive and functional Senate!|en|Democratic Party
1452436234299604993|223166587|Mon Oct 25 00:45:57 +0000 2021|It's my birthday! And I know exactly what to wish for: A Senate w/ a strong governing majority.|en|Democratic Party
1452360139982266368|223166587|Sun Oct 24 19:43:35 +0000 2021|Thank you @ewarren for the birthday wishes! What I want for my birthday is a bigger Senate majority so Sen. Warren… https://t.co/tvaiZU9eYM|en|Democratic Party
1452298046587510785|223166587|Sun Oct 24 15:36:51 +0000 2021|Do you have friends or family in Virginia? If so, would you please call them and ask them to vote for… https://t.co/GEjQHjOU68|en|Democratic Party
1451958401919959046|223166587|Sat Oct 23 17:07:13 +0000 2021|"Debate, discuss and vote. That's how it worked when I was Speaker of the Oregon House. We got things done. 

But in… https://t.co/BrOg4zpU7R"|en|Democratic Party
1451941353424756739|223166587|Sat Oct 23 15:59:29 +0000 2021|THIS ⬇️⬇️⬇️ https://t.co/1He83Wmt2m|en|Democratic Party
1451271689807949825|223166587|Thu Oct 21 19:38:28 +0000 2021|"I support making corporations pay their fair share in taxes. And I support a wealth tax on billionaires.

We need a… https://t.co/cUixzMKNA3"|en|Democratic Party
1450910154694692870|223166587|Wed Oct 20 19:41:52 +0000 2021|"Republicans filibustered the Freedom to Vote Act. 

The Senate is broken until we reform the filibuster."|en|Democratic Party
1450606338405330946|223166587|Tue Oct 19 23:34:36 +0000 2021|Anyone who says we can't afford to take action on climate is lying to you.|en|Democratic Party
1450534483350802436|223166587|Tue Oct 19 18:49:05 +0000 2021|The Senate will vote on the Freedom to Vote Act tomorrow. We have to get this done. And we can't let the filibuster get in the way.|en|Democratic Party
1449838801669410818|223166587|Sun Oct 17 20:44:41 +0000 2021|Oregon is burning up. We’re losing our snowpack, the ocean is acidifying, affecting our shellfish. This is code red.|en|Democratic Party
1449761505071681542|223166587|Sun Oct 17 15:37:32 +0000 2021|The Freedom to Vote Act is coming up for a vote next week. It will take on state-based voter suppression laws, part… https://t.co/S0t75EBdJB|en|Democratic Party
1449396675877822473|223166587|Sat Oct 16 15:27:50 +0000 2021|What I think about when I’m training for a marathon in the early morning hours: https://t.co/DzUXl7KRhe|en|Democratic Party
1449027678527315978|223166587|Fri Oct 15 15:01:34 +0000 2021|I've heard it over and over again from my constituents: We can't afford to wait to pass voting rights legislation.… https://t.co/pOIdrMVj6B|en|Democratic Party
1448763953866162182|223166587|Thu Oct 14 21:33:37 +0000 2021|"The Senate is broken. 

We can fix the Senate by taking on the filibuster!"|en|Democratic Party
1448308165221617667|223166587|Wed Oct 13 15:22:29 +0000 2021|"There are three big battles I'm immersed in right now: 

- Passing the Build Back Better agenda
- Passing the Freed… https://t.co/EiWxlR2dAf"|en|Democratic Party
1447960264670789635|223166587|Tue Oct 12 16:20:03 +0000 2021|"What's more important? Passing voting rights or preserving the no-show filibuster? 

👇   👇   👇
Voting rights"|en|Democratic Party
1447640821998653449|223166587|Mon Oct 11 19:10:42 +0000 2021|"This past Spring, Oregon formally replaced Columbus Day with Indigenous Peoples' Day. 

That's how it should be."|en|Democratic Party
